Title,Artist,Creation_Date,Accession_Number,Art_Type,Culture,Image
Teapot,Unidentified Artist,late 17th–early 18th century,"79.2.189a, b","Porcelain painted with cobalt blue under transparent glaze (Jingdezhen ware); European mount

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14606-040.jpg
Jar (Guan),Unidentified Artist,4th–3rd century BCE,50.61.10,"Stoneware with impressed and carved decoration

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14610-063.jpg
Eight Kinds of Jin and Tang Writings in Small Standard Script,Various artists,17th century (?),1989.141.2a–gg,Set of rubbings mounted in an album of 45 leaves; ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP363631_crd.jpg
Imperial robe,Unidentified Artist,18th century,32.23,"Silk, metallic thread",China,https://images.metmuseum.org/CRDImages/as/mobile-large/86809.jpg
Portrait of the Artist&#39;s Great-Granduncle Yizhai at the Age of Eighty-Five,Ruan Zude,"dated ""xinyou"" (1561 or 1621?)",59.49.1,Hanging scroll; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-15980-001.jpg
Incense burner with cover,Unidentified Artist,Unknown Date,"02.18.666a, b","Nephrite, spinach-green, translucent and bright",China,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_666_O2.jpg
Vase from sample set of Chinese cloisonné,Unidentified Artist,late 19th century,80.4.3,"Cloisonné enamel, copper alloy, glass",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP228958.jpg
Jar,Unidentified Artist,18th century,66.206.6,Porcelain with yellow glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/66_206_6.jpg
Windblown bamboo,Yang Han,1686,2018.850,Hanging scroll; ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-2018_850-01.jpg
Meditation in a Cave,Ren Yu,Unknown Date,1986.267.71,Hanging scroll; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DT8383.jpg
Box with Cover,Unidentified Artist,late 16th–early 17th century,"29.110.36a, b",Cloisonné enamel,China,https://images.metmuseum.org/CRDImages/as/mobile-large/29_110_36ab_74180.jpg
Mirror with birds and flowers,Unidentified Artist,8th century,22.141.5,Bronze with black patina,China,https://images.metmuseum.org/CRDImages/as/mobile-large/22_141_5_O1.jpg
Piece,Unidentified Artist,early 18th century,35.55.2,"Silk, metallic thread",China,https://images.metmuseum.org/CRDImages/as/mobile-large/RT736.jpg
Sutra Cover,Unidentified Artist,17th century(?),46.186.36,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/176015.jpg
Brush holder with narrative scene,Unidentified Artist,18th century,2015.500.6.7,Ivory,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP318656.jpg
Girdle appendage,Unidentified Artist,ca. 13th century,02.18.338,Nephrite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/32759.jpg
"Snuff Bottle with Peony, Fish, and Bat",Unidentified Artist,19th century,"02.18.926a, b",Rock crystal with jadeite stopper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_926.JPG
Reliquary,Unidentified Artist,Unknown Date,33.40.67,Cloisonné enamel and bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP230447.jpg
Spoon (Bi),Unidentified Artist,late 9th–early 8th century BCE,24.72.19,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP151383.jpg
Dish (one of a pair),Unidentified Artist,Unknown Date,24.80.405,Painted enamel,China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_80_404-405.JPG
Vase (Hu),Unidentified Artist,ca. 2400–2000 BC,"50.61.7a, b",Burnished earthenware,China,https://images.metmuseum.org/CRDImages/as/mobile-large/147118.jpg
Piece,Unidentified Artist,18th–19th century,96.14.1728,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP11551.jpg
Festival Robe,Unidentified Artist,18th century,30.75.79,"Silk, metallic thread, and peacock feather filament embroidery on silk satin",China,https://images.metmuseum.org/CRDImages/as/mobile-large/189239.jpg
Jar,Unidentified Artist,Unknown Date,"21.175.38a, b",Pottery,China,https://images.metmuseum.org/CRDImages/as/mobile-large/21_175_38ab_O2_sf.jpg
Wine pot with figures in a landscape,Unidentified Artist,18th century,"29.100.680a, b","Gold lacquer over pewter, inlaid with mother-of-pearl",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP138479.jpg
Piece,Unidentified Artist,18th–19th century,96.14.2061,Silk,China (?),https://images.metmuseum.org/CRDImages/as/mobile-large/DP13382.jpg
Wine jug,Unidentified Artist,Unknown Date,02.18.351,Nephrite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/18676.jpg
Head of a bodhisattva,Unidentified Artist,late 5th century,42.25.11,Sandstone with traces of pigment,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP170144.jpg
The Classic of Filial Piety,Li Gonglin,ca. 1085,1996.479a–c,Handscroll; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/5TH-7332-ENG-39895-1.mp3
Jar,Unidentified Artist,Unknown Date,1970.204,Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/195319.jpg
Official on Horseback,Unidentified Artist,mid-to-late 6th century,1976.397,Earthenware with pigment,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1976_397.JPG
Snuff bottle with lion,Unidentified Artist,Unknown Date,"21.175.283a, b",Malachite with pink glass stopper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP321875.jpg
Meiping vase with floral scrolls,Unidentified Artist,early 18th century,14.40.273,Soft-paste porcelain with underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-14_40_273_whs-001.jpg
Seal with knob in the shape of a wheel,Unidentified Artist,dated 1424,1994.56,Ivory,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP318655.jpg
Cup with historical figures,Unidentified Artist,mid-19th century,91.1.434,Porcelain painted in overglaze polychrome enamels (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/34708.jpg
Rank badge with lion,Unidentified Artist,19th century,46.133.52,Silk and metallic thread embroidery on silk satin,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14150-015.jpg
"Cranes, Pine Tree, and Lichen",Ren Yi (Ren Bonian),dated 1885,1988.324.1,Hanging scroll; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DT371469.jpg
Side Table,Unidentified Artist,16th century,1976.193.5a–c,"Wood (huanghuali, or Dalbergia odorifera)",China,https://images.metmuseum.org/CRDImages/as/mobile-large/1976_193_5.JPG
Sutra Cover with Floral Scroll,Unidentified Artist,16th century,46.186.21,Plain weave silk with supplementary weft patterning,China,https://images.metmuseum.org/CRDImages/as/mobile-large/176060.jpg
Seal,Unidentified Artist,Unknown Date,24.13.45,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_13_45_O2.jpg
Embroidered Panel (from set of four),Unidentified Artist,19th century,1997.254.1,"Silk, metallic thread",China,https://images.metmuseum.org/CRDImages/as/mobile-large/1997_254_1_O1.JPG
Mirror with paired birds and floral designs,Unidentified Artist,8th century,17.118.94,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-17_118_94_001.jpg
Rank Badge with Crane,Unidentified Artist,late 19th century,"46.133.32a, b","Silk, silver and gold",China,https://images.metmuseum.org/CRDImages/as/mobile-large/SC13255.jpg
Figure of a Dog,Unidentified Artist,Unknown Date,13.40.127,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/13_40_127_15198.jpg
Vase with lion and bird,Unidentified Artist,late 18th century,14.40.311,Soft-paste porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/172456.jpg
Rank Badge with Silver Pheasant,Unidentified Artist,18th century,30.75.988,"Silk, metallic thread on silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/SC159176.jpg
Snuff Bottle,Unidentified Artist,Unknown Date,"21.175.290a, b",Lapis lazuli with coral stopper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/21_175_290ab_O1.jpg
Flower Pot,Unidentified Artist,Unknown Date,50.145.307,"Stoneware with variegated glaze (""numbered Jun"" ware)",China,https://images.metmuseum.org/CRDImages/as/mobile-large/50_145_307_S1_sf.jpg
Court Robe,Unidentified Artist,18th century,30.75.107,Silk and metallic thread,China,https://images.metmuseum.org/CRDImages/as/mobile-large/78670.jpg
Mirror with board game design and mythical creatures,Unidentified Artist,1st century BCE–1st century CE,18.56.81,Bronze with black patina,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-18_56_81_001.jpg
Guardian lion,Unidentified Artist,mid-6th century,30.66.2,Limestone,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP372031.jpg
Panel for Elbow Pillow,Unidentified Artist,Unknown Date,62.97.29,Silk (kesi),China,https://images.metmuseum.org/CRDImages/as/mobile-large/175100.jpg
Lamp,Unidentified Artist,Unknown Date,21.175.30,Porcelain painted in overglaze famille verte enamels,China,https://images.metmuseum.org/CRDImages/as/mobile-large/49160.jpg
Cup,Unidentified Artist,Unknown Date,79.2.652,Porcelain (Export ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_652_S1_sf.jpg
Covered box with vajra,Unidentified Artist,mid-16th century,"29.110.90a, b",Cloisonné enamel,China,https://images.metmuseum.org/CRDImages/as/mobile-large/29_110_90_O2.jpg
Grooms and horses,Zhao Mengfu,dated 1296 and 1359,1988.135,Handscroll; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/5TH-7337-ENG-40507-1.mp3
Jar,Unidentified Artist,Unknown Date,29.100.273,Porcelain with brown glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/76098.jpg
Square Dish,Unidentified Artist,19th century,24.80.356,Painted enamel,China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_80_356.JPG
Bowl,Unidentified Artist,Unknown Date,17.118.22,Pottery,China,https://images.metmuseum.org/CRDImages/as/mobile-large/17_118_22_O1_sf.jpg
Hairpin,Unidentified Artist,Unknown Date,26.202.3,Gold,China,https://images.metmuseum.org/CRDImages/as/mobile-large/26_202_3.JPG
Covered Box,Unidentified Artist,Unknown Date,"04.6.17a, b",Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/31632.jpg
Hairpin,Unidentified Artist,18th century,1978.428.2,"Metal, amber, pearl, feathers",China,https://images.metmuseum.org/CRDImages/as/mobile-large/1978_428_2_O1.jpg
Bowl,Unidentified Artist,Unknown Date,25.37.2,Earthenware,China,https://images.metmuseum.org/CRDImages/as/mobile-large/59415.jpg
Jar with lion-head ornaments,Unidentified Artist,18th century,65.155.68,"Porcelain with crackled green glaze (Jingdezhen ware), gilt bronze mounts",China,https://images.metmuseum.org/CRDImages/as/mobile-large/65_155_68_O1_sf.jpg
Mountains and Pavilions,Unidentified artist,Unknown Date,1979.437,Hanging scroll; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1979_437_O1.jpg
Statuette,Unidentified Artist,18th century or earlier,30.76.184,Painted wood,China,https://images.metmuseum.org/CRDImages/as/mobile-large/30_76_184.JPG
Preface to a New Translation of the Tripitaka,Unidentified Artist,20th century,1977.375.39,Ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1977_375_39_label_strip_sf.jpg
Datang Yushitai Jingshe Bei,Unidentified Artist,20th century,1977.375.26,Ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1977_375_26_label_strip_sf.jpg
Buckle,Unidentified Artist,ca. 5th–3rd century BCE,24.180.4,Silvered bronze,Northern China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_180_4_58357.jpg
Bowl,Unidentified Artist,Unknown Date,50.221.32,Porcelain with ox-blood glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/50_221_32_O1_sf.jpg
Piece,Unidentified Artist,18th century,20.148.892,Silk / Compound weave,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP15029.jpg
Jar with two lugs,Unidentified Artist,13th century,29.100.212,Stoneware with splashed blue glaze (Jun ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-29_100_212_whs-001.jpg
Valance,Unidentified Artist,early 18th century,49.81,"Silk, metallic thread;  on silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/SC53254.jpg
Dish,Unidentified Artist,late 12th–13th century,24.172.1,"Stoneware with crackled blue glaze (Guan ware)

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP256953.jpg
Seal,Unidentified Artist,Unknown Date,24.13.54,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_13_54_O2.jpg
Cup,Unidentified Artist,18th century,02.18.902,Chalcedony,China,https://images.metmuseum.org/CRDImages/as/mobile-large/15140.jpg
Archer&#39;s ring,Unidentified Artist,Unknown Date,16.144.74,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/16_144_74_34751.jpg
"Bottle in the shape of a gourd

",Unidentified Artist,19th century,"02.18.588a, b",Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_588_O2.jpg
Ornament,Unidentified Artist,Unknown Date,23.183.8,Gold,China,https://images.metmuseum.org/CRDImages/as/mobile-large/23_183_8.JPG
Vase,Unidentified Artist,late 18th–19th century,09.194.4,Porcelain painted in underglaze blue and overglaze famille verte enamels,China,https://images.metmuseum.org/CRDImages/as/mobile-large/09_194_4_O1_sf.jpg
Dish,Unidentified Artist,Unknown Date,17.118.9,Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/36873.jpg
"Incense Burner with Dragons Chasing Pearl

",Unidentified Artist,dated 1564,1997.1.8,"Porcelain painted with colored enamels over transparent glaze (Jingdezhen ware)

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14609-123.jpg
Back of Court Robe,Unidentified Artist,late 18th century,49.32.143,"Silk, gold",China,https://images.metmuseum.org/CRDImages/as/mobile-large/145817.jpg
Divinities of the Planets and Constellations,Qiu Ying,16th century,1989.235.4,Handscroll; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP205779_CRD.jpg
Spouted Water Container (He),Unidentified Artist,late 14th century BCE,"1985.214.1a, b",Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP140725.jpg
Daoist deity Zhenwu with two attendants,Unidentified Artist,17th century,2002.269,Porcelain with turquoise and aubergine glazes (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-18155-001.jpg
Chisel,Unidentified Artist,Unknown Date,13.40.21,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/13_40_21_15165.jpg
Belt Buckle with Animal-Combat Scene,Unidentified Artist,3rd–2nd century BCE,"2002.201.96, .97",Bronze,China,"https://images.metmuseum.org/CRDImages/as/mobile-large/2002_201_96,97_O1.jpg"
Covered jar with floral scrolls,Unidentified Artist,late 17th–early 18th century,"21.12.3a, b",Porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/47397.jpg
Piece,Unidentified Artist,17th century,46.133.28,"Silk, metallic thread",China,https://images.metmuseum.org/CRDImages/as/mobile-large/SC156212.jpg
Tiger: emblem of the West,Unidentified Artist,Unknown Date,11.190.71,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/11_190_71_11793.jpg
Dish,Unidentified Artist,Unknown Date,02.18.415,"Nephrite, dark seaweed green with veinings of lighter shade and a staining of brown on one side",China,https://images.metmuseum.org/CRDImages/as/mobile-large/15073.jpg
Miniature Vase,Unidentified Artist,19th century,14.40.512,Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_512.jpg
Vase,Unidentified Artist,first half of the 19th century,79.2.1228,Porcelain with incised decoration under white glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_1228_O1_sf.jpg
Paperweight,Unidentified Artist,Unknown Date,02.18.514,Jadeite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/32968.jpg
Goat,Unidentified Artist,18th century,1974.356.56,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/204731.jpg
Vase,Unidentified Artist,Unknown Date,79.2.991,Ceramic,China,https://images.metmuseum.org/CRDImages/as/mobile-large/29473.jpg
